title;place;venue;year;video;slides
Revisiting Character-level Adversarial Attacks for Language Models;La Salle University (Barcelona);DLBCN;2024;https://www.youtube.com/watch?v=yPc-Un32fzQ&t=4080s;https://www.overleaf.com/read/tfjbjpvgscyq#65d8cc
